Station,Date & Time (Winter),Total clouds cover (code),Total low clouds cover (code),Low clouds base (code),Low clouds type (code),Medium clouds type (code),Hight clouds type (code),Visibility (code)
Bet Dagan Man 01/1964-11/2022,01/04/2017 17:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,01/04/2017 20:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,01/04/2017 23:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,02/04/2017 02:00,4,4,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,02/04/2017 05:00,4,4,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,02/04/2017 08:00,6,5,5,8,4,0,58
Bet Dagan Man 01/1964-11/2022,02/04/2017 11:00,6,6,4,8,0,0,58
Bet Dagan Man 01/1964-11/2022,02/04/2017 14:00,6,6,5,2,0,0,60
Bet Dagan Man 01/1964-11/2022,02/04/2017 17:00,4,4,5,2,0,0,60
Bet Dagan Man 01/1964-11/2022,02/04/2017 20:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,02/04/2017 23:00,4,4,5,8,0,0,65
Bet Dagan Man 01/1964-11/2022,03/04/2017 02:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/04/2017 05:00,4,4,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/04/2017 08:00,3,3,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,03/04/2017 11:00,4,4,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,03/04/2017 14:00,3,3,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,03/04/2017 17:00,3,3,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,03/04/2017 20:00,1,1,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 02:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 14:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 17:00,1,0,9,0,0,8,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/04/2017 23:00,4,0,9,0,0,8,60
Bet Dagan Man 01/1964-11/2022,05/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/04/2017 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/04/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/04/2017 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,05/04/2017 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,05/04/2017 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,05/04/2017 20:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,05/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/04/2017 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/04/2017 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,06/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/04/2017 14:00,1,0,9,0,0,8,65
Bet Dagan Man 01/1964-11/2022,06/04/2017 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/04/2017 20:00,5,5,5,5,0,0,60
Bet Dagan Man 01/1964-11/2022,06/04/2017 23:00,3,3,4,4,0,0,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 02:00,3,3,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 05:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 08:00,4,2,5,1,3,1,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 11:00,5,5,5,8,0,1,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 14:00,4,4,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,07/04/2017 17:00,4,4,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 20:00,1,1,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,07/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/04/2017 05:00,2,2,4,4,0,0,59
Bet Dagan Man 01/1964-11/2022,08/04/2017 08:00,6,2,5,4,7,0,60
Bet Dagan Man 01/1964-11/2022,08/04/2017 11:00,6,2,5,5,0,2,60
Bet Dagan Man 01/1964-11/2022,08/04/2017 14:00,5,0,9,0,0,4,60
Bet Dagan Man 01/1964-11/2022,08/04/2017 17:00,5,0,9,0,0,6,65
Bet Dagan Man 01/1964-11/2022,08/04/2017 20:00,5,5,9,0,7,0,60
Bet Dagan Man 01/1964-11/2022,08/04/2017 23:00,5,3,5,1,8,0,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 02:00,3,3,9,0,8,0,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 05:00,3,3,5,1,0,4,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 08:00,6,6,6,8,0,0,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 11:00,6,6,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 14:00,6,6,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 17:00,7,2,5,1,0,8,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 20:00,6,1,5,4,0,8,60
Bet Dagan Man 01/1964-11/2022,09/04/2017 23:00,5,1,5,1,0,8,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 02:00,7,0,9,0,0,8,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 05:00,5,0,9,0,0,4,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 08:00,3,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 11:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 14:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 17:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 20:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,10/04/2017 23:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,11/04/2017 02:00,4,4,9,0,1,0,60
Bet Dagan Man 01/1964-11/2022,11/04/2017 05:00,5,5,9,0,1,0,60
Bet Dagan Man 01/1964-11/2022,11/04/2017 08:00,6,6,9,0,7,0,60
Bet Dagan Man 01/1964-11/2022,11/04/2017 11:00,7,0,9,0,0,8,65
Bet Dagan Man 01/1964-11/2022,11/04/2017 14:00,6,0,9,0,0,8,65
Bet Dagan Man 01/1964-11/2022,11/04/2017 17:00,7,0,9,0,0,8,70
Bet Dagan Man 01/1964-11/2022,11/04/2017 20:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,11/04/2017 23:00,4,4,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,12/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,12/04/2017 05:00,7,7,4,5,10,10,60
Bet Dagan Man 01/1964-11/2022,12/04/2017 08:00,5,2,9,0,3,6,60
Bet Dagan Man 01/1964-11/2022,12/04/2017 11:00,8,6,9,0,7,7,58
Bet Dagan Man 01/1964-11/2022,12/04/2017 14:00,8,6,9,0,7,7,57
Bet Dagan Man 01/1964-11/2022,12/04/2017 17:00,8,6,9,0,7,7,58
Bet Dagan Man 01/1964-11/2022,12/04/2017 20:00,8,8,9,0,7,10,60
Bet Dagan Man 01/1964-11/2022,12/04/2017 23:00,4,4,9,0,2,0,60
Bet Dagan Man 01/1964-11/2022,13/04/2017 02:00,3,2,6,1,7,0,58
Bet Dagan Man 01/1964-11/2022,13/04/2017 05:00,5,5,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,13/04/2017 08:00,5,2,5,1,1,0,60
Bet Dagan Man 01/1964-11/2022,13/04/2017 11:00,7,7,9,0,1,10,60
Bet Dagan Man 01/1964-11/2022,13/04/2017 14:00,7,3,9,0,3,1,60
Bet Dagan Man 01/1964-11/2022,13/04/2017 17:00,7,4,5,5,7,10,60
Bet Dagan Man 01/1964-11/2022,13/04/2017 20:00,7,7,4,8,10,10,58
Bet Dagan Man 01/1964-11/2022,13/04/2017 23:00,1,1,9,0,5,0,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 02:00,4,1,6,4,3,0,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 05:00,5,5,6,8,0,0,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 08:00,5,5,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 11:00,3,1,5,1,0,1,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 14:00,6,6,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 17:00,6,6,5,8,0,0,58
Bet Dagan Man 01/1964-11/2022,14/04/2017 20:00,6,6,8,0,3,0,60
Bet Dagan Man 01/1964-11/2022,14/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 02:00,2,2,4,5,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 05:00,4,4,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 08:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 11:00,4,4,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 14:00,4,4,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 17:00,5,5,4,2,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 20:00,3,3,4,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/04/2017 23:00,4,4,4,8,0,0,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 02:00,7,7,4,5,10,10,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 05:00,5,5,5,1,3,0,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 08:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 11:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 14:00,4,1,5,1,0,4,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 17:00,5,1,5,1,0,6,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 20:00,2,2,4,1,0,0,60
Bet Dagan Man 01/1964-11/2022,16/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,17/04/2017 02:00,0,0,9,0,0,0,58
Bet Dagan Man 01/1964-11/2022,17/04/2017 05:00,1,0,9,0,0,1,59
Bet Dagan Man 01/1964-11/2022,17/04/2017 08:00,2,2,4,1,0,0,60
Bet Dagan Man 01/1964-11/2022,17/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,17/04/2017 14:00,1,1,9,0,3,0,65
Bet Dagan Man 01/1964-11/2022,17/04/2017 17:00,1,0,9,0,0,5,60
Bet Dagan Man 01/1964-11/2022,17/04/2017 20:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,17/04/2017 23:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 02:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 05:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 11:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,18/04/2017 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,18/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,19/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,19/04/2017 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,19/04/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,19/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,19/04/2017 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,19/04/2017 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,19/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,19/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,20/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,20/04/2017 05:00,0,0,9,0,0,0,59
Bet Dagan Man 01/1964-11/2022,20/04/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,20/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,20/04/2017 14:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,20/04/2017 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,20/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,20/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 05:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 08:00,3,3,9,0,3,1,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 11:00,4,3,9,0,3,1,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 14:00,2,2,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 17:00,2,2,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/04/2017 02:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,23/04/2017 05:00,7,7,4,6,10,10,60
Bet Dagan Man 01/1964-11/2022,23/04/2017 08:00,7,7,4,8,10,10,60
Bet Dagan Man 01/1964-11/2022,23/04/2017 11:00,7,7,5,2,10,10,65
Bet Dagan Man 01/1964-11/2022,23/04/2017 14:00,5,5,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,23/04/2017 17:00,5,5,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,23/04/2017 20:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,23/04/2017 23:00,6,6,6,4,0,0,60
Bet Dagan Man 01/1964-11/2022,24/04/2017 02:00,6,6,6,4,0,0,60
Bet Dagan Man 01/1964-11/2022,24/04/2017 05:00,8,8,6,8,10,10,60
Bet Dagan Man 01/1964-11/2022,24/04/2017 08:00,7,7,6,8,10,10,60
Bet Dagan Man 01/1964-11/2022,24/04/2017 11:00,6,4,6,1,0,1,65
Bet Dagan Man 01/1964-11/2022,24/04/2017 14:00,7,3,6,1,0,6,65
Bet Dagan Man 01/1964-11/2022,24/04/2017 17:00,3,3,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,24/04/2017 20:00,4,4,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,24/04/2017 23:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,25/04/2017 02:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,25/04/2017 05:00,5,5,6,5,0,0,60
Bet Dagan Man 01/1964-11/2022,25/04/2017 08:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,25/04/2017 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,25/04/2017 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,25/04/2017 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,25/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,25/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,26/04/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,26/04/2017 05:00,3,0,9,0,0,6,59
Bet Dagan Man 01/1964-11/2022,26/04/2017 08:00,0,0,9,0,0,0,59
Bet Dagan Man 01/1964-11/2022,26/04/2017 11:00,1,0,9,0,0,5,59
Bet Dagan Man 01/1964-11/2022,26/04/2017 14:00,3,2,9,0,3,5,60
Bet Dagan Man 01/1964-11/2022,26/04/2017 17:00,4,3,9,0,3,5,60
Bet Dagan Man 01/1964-11/2022,26/04/2017 20:00,4,0,9,0,0,9,60
Bet Dagan Man 01/1964-11/2022,26/04/2017 23:00,5,5,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 02:00,7,7,4,2,10,10,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 05:00,0,0,9,0,0,0,57
Bet Dagan Man 01/1964-11/2022,27/04/2017 08:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 11:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 17:00,5,0,9,0,0,3,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 20:00,2,0,9,0,0,2,60
Bet Dagan Man 01/1964-11/2022,27/04/2017 23:00,4,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,28/04/2017 02:00,5,1,4,6,0,8,60
Bet Dagan Man 01/1964-11/2022,28/04/2017 05:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,28/04/2017 08:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,28/04/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,28/04/2017 14:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,28/04/2017 17:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,28/04/2017 20:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,28/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,29/04/2017 02:00,3,3,3,6,0,0,60
Bet Dagan Man 01/1964-11/2022,29/04/2017 05:00,3,3,3,6,0,0,58
Bet Dagan Man 01/1964-11/2022,29/04/2017 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/04/2017 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/04/2017 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/04/2017 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/04/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,29/04/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,30/04/2017 02:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,30/04/2017 05:00,6,0,9,0,0,8,58
Bet Dagan Man 01/1964-11/2022,30/04/2017 08:00,5,0,9,0,0,4,60
Bet Dagan Man 01/1964-11/2022,30/04/2017 11:00,6,0,9,0,0,8,65
Bet Dagan Man 01/1964-11/2022,30/04/2017 14:00,6,0,9,0,0,6,58
Bet Dagan Man 01/1964-11/2022,30/04/2017 17:00,5,0,9,0,0,6,58
Bet Dagan Man 01/1964-11/2022,30/04/2017 20:00,4,4,3,4,3,2,60
Bet Dagan Man 01/1964-11/2022,30/04/2017 23:00,3,1,3,6,3,0,60
Bet Dagan Man 01/1964-11/2022,01/05/2017 02:00,2,1,3,6,3,0,58
Bet Dagan Man 01/1964-11/2022,01/05/2017 05:00,7,7,3,6,10,10,57
Bet Dagan Man 01/1964-11/2022,01/05/2017 08:00,6,0,9,0,0,6,58
Bet Dagan Man 01/1964-11/2022,01/05/2017 11:00,6,0,9,0,0,6,58
Bet Dagan Man 01/1964-11/2022,01/05/2017 14:00,6,0,9,0,0,6,57
Bet Dagan Man 01/1964-11/2022,01/05/2017 17:00,3,0,9,0,0,2,60
Bet Dagan Man 01/1964-11/2022,01/05/2017 20:00,6,6,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,01/05/2017 23:00,6,6,9,0,3,1,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 02:00,4,2,4,6,3,0,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 05:00,4,4,9,0,3,0,59
Bet Dagan Man 01/1964-11/2022,02/05/2017 08:00,1,1,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 11:00,3,3,4,1,0,0,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 14:00,3,3,4,1,3,0,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 17:00,3,3,9,0,5,0,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 20:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,02/05/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 02:00,4,4,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 05:00,2,2,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 08:00,6,6,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 11:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 14:00,1,1,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 20:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,03/05/2017 23:00,2,2,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 02:00,6,6,4,8,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 05:00,6,6,4,8,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 08:00,6,6,5,8,0,0,59
Bet Dagan Man 01/1964-11/2022,04/05/2017 11:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 14:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 17:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 20:00,3,3,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,04/05/2017 23:00,2,2,5,3,0,0,60
Bet Dagan Man 01/1964-11/2022,05/05/2017 02:00,4,4,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,05/05/2017 05:00,2,2,5,1,0,0,58
Bet Dagan Man 01/1964-11/2022,05/05/2017 08:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,05/05/2017 11:00,4,4,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,05/05/2017 14:00,1,1,5,1,0,1,65
Bet Dagan Man 01/1964-11/2022,05/05/2017 17:00,3,0,9,0,0,4,70
Bet Dagan Man 01/1964-11/2022,05/05/2017 20:00,2,2,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,05/05/2017 23:00,4,4,4,4,0,0,60
Bet Dagan Man 01/1964-11/2022,06/05/2017 02:00,7,7,4,5,10,10,60
Bet Dagan Man 01/1964-11/2022,06/05/2017 05:00,7,7,5,5,10,10,58
Bet Dagan Man 01/1964-11/2022,06/05/2017 08:00,4,4,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,06/05/2017 11:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,06/05/2017 14:00,3,1,5,1,0,1,65
Bet Dagan Man 01/1964-11/2022,06/05/2017 17:00,3,0,9,0,0,4,65
Bet Dagan Man 01/1964-11/2022,06/05/2017 20:00,2,2,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,06/05/2017 23:00,2,2,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 02:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 05:00,0,0,9,0,0,0,58
Bet Dagan Man 01/1964-11/2022,07/05/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 17:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 20:00,1,1,4,4,0,0,60
Bet Dagan Man 01/1964-11/2022,07/05/2017 23:00,0,0,9,0,0,0,58
Bet Dagan Man 01/1964-11/2022,08/05/2017 02:00,0,0,9,0,0,0,56
Bet Dagan Man 01/1964-11/2022,08/05/2017 05:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,08/05/2017 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/05/2017 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/05/2017 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/05/2017 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/05/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,08/05/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,09/05/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,09/05/2017 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,09/05/2017 08:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,09/05/2017 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,09/05/2017 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,09/05/2017 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,09/05/2017 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,09/05/2017 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,10/05/2017 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,10/05/2017 05:00,0,0,9,0,0,0,60
